g_m,g_T,g_r,g_q,g_sigma,g_amercall_fde
0.874929024,0.010958904,0.075814973,0.028741138,0.056178586,0.125482687
1.198936327,1.698520548,0.054018703,0.0039179,0.587698705,0.263098787
0.826235708,1.698520548,0.077418181,0.017651458,1.3788655,0.666421444
1.18159607,0.030136986,0.023878411,0.011104225,0.448106901,0.000488747
0.848018162,0.27660274,0.023146823,0.044230472,1.298828051,0.32368166
1.110115403,0.030136986,0.059413053,0.000671435,1.927922081,0.092484603
0.998022273,0.010958904,0.046868168,0.024142299,0.616955023,0.026854221
0.868290047,0.106849315,0.046548422,0.020170317,1.381079984,0.241418321
1.05972625,0.030136986,0.026777502,0.029521932,1.948643469,0.110354001
1.168298332,0.27660274,0.02113922,0.04109568,1.95018662,0.338686792
0.914966967,0.106849315,0.003508549,0.011533228,1.885355063,0.275971237
1.162660537,0.030136986,0.065719239,0.033171339,0.303549462,3.75E-05
1.120262671,1.698520548,0.015185259,0.036781895,0.585030292,0.235625808
1.039273919,0.27660274,0.051636571,0.042475283,0.899695818,0.170016743
1.150401955,0.068493151,0.059023023,0.007706126,1.037471239,0.056926894
0.985309339,0.106849315,0.023698125,0.045292805,1.974851968,0.256833142
0.868028081,1.698520548,0.067040326,0.001045399,0.706180422,0.436842071
1.172437329,0.068493151,0.02594062,0.03075745,1.242389963,0.070110224
1.08265063,0.451945205,0.024137073,0.039754216,1.182707514,0.274935677
1.015065362,2.043835616,0.044770962,0.019600475,1.36785363,0.656912907
0.999958856,1.046575342,0.024309857,0.03343745,0.771436836,0.295437535
1.173431053,0.068493151,0.041341609,0.041802508,0.433272318,0.004382133
1.068906227,0.049315068,0.016318812,0.011701967,1.222748894,0.080628058
1.048506719,0.030136986,0.076006187,0.028558882,0.913860303,0.043856171
1.018927939,1.046575342,0.016855176,0.019588988,1.507737342,0.545287614
1.07437029,0.106849315,0.07301682,0.031721792,1.873638455,0.214869341
0.974465943,0.030136986,0.074532348,0.040038804,1.556192809,0.119674662
1.192721935,0.202630137,0.023698125,0.048529163,1.051561326,0.118807028
1.165572181,0.010958904,0.022347721,0.046188426,1.029890032,0.004046826
0.895015388,0.27660274,0.028635486,0.037180504,0.632252556,0.181407267
1.075352033,0.010958904,0.005338376,0.019157744,0.455079466,0.001357286
0.818540118,0.451945205,0.047789458,0.042087358,1.257783277,0.39061101
1.065494511,1.199890411,0.076006187,0.009432971,0.352632162,0.158151967
0.900181304,0.27660274,0.061982564,0.014299558,0.376281671,0.142163758
0.948095919,0.049315068,0.015450962,0.011848908,0.7572787,0.094511917
1.143165068,0.528657534,0.048198223,0.046974183,1.937832252,0.476066503
1.011262137,0.451945205,0.068440378,0.048324238,1.428200895,0.360524242
0.880229992,0.701260274,0.008470585,0.049898299,1.491693839,0.481467803
1.100070892,2.043835616,0.020605634,0.025335392,1.806552004,0.764844257
0.983678796,0.528657534,0.045873892,0.012874011,1.719624485,0.47318084
0.858354885,1.046575342,0.008491124,0.027473432,0.456498508,0.238709274
0.927013301,0.202630137,0.071496413,0.04335716,0.580280286,0.141887042
0.84073346,0.049315068,0.034589634,0.031138996,1.36785363,0.2080154
1.049158046,0.010958904,0.07454732,0.034617323,1.725244101,0.051869171
0.989881903,0.030136986,0.063820458,0.033092066,1.727342556,0.123999787
0.931741566,0.010958904,0.01224925,0.030101068,1.051561326,0.084829584
0.860397821,0.106849315,0.055070313,0.023912522,0.411027611,0.149889141
1.045380903,0.010958904,0.004925182,0.013486067,0.69880956,0.012448989
1.170553159,0.010958904,0.011949604,0.04796762,1.25048287,0.007836485
1.033276008,0.030136986,0.044949375,0.003761083,0.294216394,0.008515655
1.120857828,0.030136986,0.015731943,0.006966534,0.164400031,2.27E-07
1.107963284,0.701260274,0.058646393,0.038127721,0.913860303,0.260877144
1.079575867,0.701260274,0.076755691,0.006446848,1.967775739,0.580985868
0.881168368,0.701260274,0.045431159,0.010201914,1.018103203,0.378412011
0.803144695,0.451945205,0.054790732,0.045227887,1.588383676,0.46484732
1.020030715,0.375232877,0.01283745,0.047977757,1.373640656,0.309857424
1.199419846,0.087671233,0.009786698,0.014547916,1.98147725,0.165432187
1.066434739,0.451945205,0.017044637,0.031020835,1.269524204,0.302790056
0.973077908,0.375232877,0.039893651,0.03710813,1.391594778,0.334686549
1.19175866,1.698520548,0.022872851,0.023946813,0.14882938,0.019941218
1.063248908,0.202630137,0.013886954,0.019058932,0.614586924,0.083271287
1.188957111,1.449205479,0.059671239,0.024047591,1.559679584,0.612971289
1.010355544,2.043835616,0.021507023,0.009964379,0.931830857,0.489223952
0.872487456,0.087671233,0.0155748,0.04728301,0.333038554,0.129476754
1.075974077,0.030136986,0.007749292,0.004877884,0.139559008,8.98E-06
1.175715413,0.701260274,0.030364852,0.024028506,0.182216728,0.012630748
1.081398417,1.449205479,0.046681001,0.016683894,0.9984918,0.432835456
0.8533802,1.046575342,0.055690842,0.015608377,1.507737342,0.594068874
0.859564873,0.528657534,0.015450962,0.000439918,1.020119476,0.346724562
0.815685401,0.106849315,0.051082289,0.010453128,1.195673896,0.253129163
0.874929024,0.087671233,0.039691978,0.034531533,0.29496024,0.127328709
0.907514039,0.049315068,0.0498042,0.044899564,1.734984252,0.196216194
0.874062128,0.528657534,0.031179602,0.023132942,1.376155862,0.421213226
0.975327039,0.27660274,0.008649656,0.043544064,0.522436793,0.115255338
0.86034981,0.030136986,0.026725141,0.015381161,0.145933953,0.139879417
1.118965461,0.126027397,0.069350265,0.010777162,1.974851968,0.236656964
1.048765382,0.106849315,0.009105166,0.031379892,1.380387539,0.158153146
0.92008064,1.046575342,0.051156628,0.03886127,1.242389963,0.48412786
1.172034315,1.698520548,0.039916706,0.038067339,1.790516208,0.704205705
1.048234129,1.698520548,0.004804149,0.026028746,0.85995663,0.388531005
1.044705756,1.046575342,0.045965202,0.039877898,0.1811792,0.055436563
0.994415622,1.199890411,0.000739565,0.027473432,1.908146577,0.683280056
1.115194575,1.046575342,0.023035558,0.034136991,0.890140048,0.303774646
0.92722471,1.449205479,0.001328028,0.042475283,0.87205628,0.389841254
0.82373533,1.698520548,0.068813321,0.012874011,0.067012201,0.245410428
1.122345935,0.068493151,0.041484821,0.015915767,0.508858063,0.015366127
1.154099995,0.010958904,0.079436798,0.007933884,0.893199066,0.002780489
1.00131396,0.701260274,0.020935853,0.021161425,0.289281909,0.094416399
1.159249679,0.451945205,0.068440378,0.026172862,1.795822163,0.413185454
1.139084808,0.030136986,0.045965202,0.039976317,0.310396937,0.000150024
1.040402502,2.043835616,0.072101161,0.045008869,1.168471973,0.559978001
0.832382806,0.528657534,0.068190346,0.021775309,0.1811792,0.188391459
0.936331516,0.701260274,0.071763552,0.045227887,0.787316778,0.281939238
1.112410093,1.199890411,0.040089832,0.026005978,1.010009441,0.383399998
1.159073019,1.046575342,0.019460836,0.048150291,1.296355517,0.430881258
0.964895318,0.375232877,0.055779737,0.019600475,0.7572787,0.201923408
0.876230757,0.087671233,0.030364852,0.017236158,0.223810453,0.125098857
0.820772769,0.528657534,0.025211784,0.048178934,1.253184241,0.404393347
1.080780696,1.449205479,0.015397229,0.000425931,0.859091367,0.377455732
1.017010926,0.049315068,0.036164803,0.036686386,0.358799823,0.024209961
0.988435186,0.106849315,0.029553726,0.049791758,0.983593476,0.131386762
1.161472299,0.068493151,0.045532742,0.04559543,0.977039816,0.047252811
1.187680573,0.451945205,0.047149525,0.033335487,0.337202351,0.032528429
1.053971307,0.701260274,0.072872358,0.041002651,1.36131194,0.411891365
1.03823831,1.199890411,0.054018703,0.025600942,0.364188678,0.151771071
0.970491464,0.030136986,0.04023309,0.027796626,1.71413412,0.131940929
1.032321946,1.449205479,0.046954436,0.0045449,0.330404639,0.169067527
1.043787643,0.451945205,0.039475053,0.028537595,1.704891179,0.41700127
0.936840602,0.049315068,0.025986815,0.036781895,1.511365926,0.162566547
1.117503305,0.701260274,0.074671502,0.029457614,1.102788605,0.323464046
1.129572793,0.375232877,0.048678276,0.018024516,0.346495399,0.042299378
0.942284439,0.087671233,0.004208416,0.041713013,1.444868802,0.19301346
0.919523327,0.049315068,0.027198228,0.046446627,1.368548542,0.159775339
1.191160496,0.528657534,0.07729066,0.020622555,1.681282992,0.41447064
1.183101043,0.010958904,0.010973454,0.011104225,0.275402636,0
0.891284276,0.375232877,0.062303355,0.030841768,1.280731734,0.345515771
1.18428701,0.126027397,0.016785103,0.027796626,0.29496024,0.002468538
1.051320477,1.046575342,0.031186389,0.020809411,1.734984252,0.606658765
0.824231585,1.698520548,0.028198822,0.006475952,0.64274224,0.399815366
0.825772339,0.528657534,0.071708516,0.03416549,0.998697359,0.355502031
1.037573127,2.043835616,0.046964074,0.021775309,0.062894748,0.041371863
0.879115708,0.049315068,0.037961446,0.01264281,0.26619706,0.122175377
1.156995134,0.010958904,0.014503917,0.020435493,1.510708912,0.016357099
0.96728854,0.202630137,0.070705536,0.039201907,1.022401752,0.195888022
1.126934844,0.126027397,0.062184375,0.047800445,1.189489534,0.121278616
1.198655107,0.030136986,0.020894199,0.007480012,1.769785579,0.057420179
1.080447497,0.030136986,0.007363617,0.010408088,1.361744998,0.062771313
1.128986646,1.046575342,0.01679026,0.020379503,0.081986579,0.002613518
0.860110403,2.043835616,0.055690842,0.034472114,1.26372122,0.63524756
1.072506619,0.068493151,0.016723429,0.037513538,1.589856395,0.136092308
1.023131571,0.068493151,0.059557623,0.028545641,1.022401752,0.09719545
0.934947233,0.068493151,0.060583205,0.046732679,0.443520232,0.084955569
1.108134551,1.199890411,0.050393251,0.006668683,0.825299388,0.329455361
1.008378183,0.202630137,0.051075899,0.033939578,1.470521556,0.254327476
1.172095274,0.030136986,0.033393615,0.037255809,0.358799823,0.000115032
1.177148655,0.068493151,0.061269609,0.011848908,1.110977134,0.05727069
1.021473202,0.375232877,0.074154601,0.033701014,0.799974477,0.18806991
1.093574225,0.375232877,0.049948731,0.008371476,1.102788605,0.236150233
1.01657671,0.451945205,0.015173337,0.02531697,0.346110259,0.082534663
1.175409865,0.375232877,0.011564934,0.024619025,1.382958715,0.270582212
0.941300131,0.202630137,0.065459015,0.024644211,0.260772679,0.08527182
1.186383855,1.199890411,0.010599665,0.012012199,0.903420034,0.322307681
0.959307589,0.010958904,0.049141324,0.032096239,1.123146702,0.069191234
0.895058096,0.451945205,0.014759255,0.045761558,0.993820857,0.293625309
0.911004078,1.698520548,0.067340638,0.019696762,1.605252398,0.710643684
1.089751006,0.451945205,0.009940623,0.035400966,0.435377243,0.076854218
0.987380601,1.199890411,0.049596962,0.03492874,0.755938887,0.319848691
1.030708455,1.199890411,0.062303355,0.001656172,1.455440415,0.581972129
0.874550291,0.701260274,0.014207263,0.004386037,1.73855832,0.563659835
0.908136864,0.087671233,0.068095504,0.044262127,0.902408271,0.154343744
0.875395706,0.375232877,0.020318915,0.032786527,1.913964717,0.47231431
1.062344156,1.199890411,0.010365493,0.032221315,0.228106428,0.064031875
0.875400548,0.087671233,0.04023309,0.014743421,1.831122489,0.269131412
1.063418637,0.049315068,0.051075899,0.047142492,1.4653253,0.103844753
0.968802406,0.202630137,0.025736779,0.019436413,1.889179271,0.33728312
0.939616874,0.068493151,0.076302553,0.004988908,1.123146702,0.14839596
0.999611441,0.375232877,0.050045953,0.009452924,1.242389963,0.299877996
0.870156198,0.126027397,0.046803153,0.01939585,1.17581519,0.228974696
0.963800387,0.202630137,0.046622583,0.034082067,1.989574984,0.354494701
1.01049655,0.030136986,0.073572231,0.034876934,1.040925973,0.06769276
0.889068389,1.199890411,0.019226643,0.018327261,1.706722823,0.659051413
0.972821605,0.27660274,0.062184375,0.008742027,1.178007476,0.257721878
0.813397899,0.106849315,0.029349481,0.023912522,0.480132086,0.192807446
1.169719472,0.030136986,0.016900732,0.042925193,0.632252556,0.004018568
1.08676339,0.106849315,0.036164803,0.034723952,1.475223934,0.157847709
0.827149644,0.106849315,0.040586171,0.013729136,1.652934621,0.293366181
1.04367404,0.049315068,0.04820915,0.04744776,0.847398957,0.056620917
1.040178151,0.126027397,0.049571691,0.042553663,1.091993889,0.137180948
0.96357836,0.126027397,0.079819255,0.036006092,0.221059522,0.055666555
0.921821971,1.698520548,0.049909145,0.032992593,1.066096016,0.516552732
1.082774597,0.701260274,0.019372126,0.00038878,1.702225141,0.507184449
1.014901811,1.199890411,0.018627577,0.000548902,1.41804393,0.563271123
1.018653907,0.030136986,0.063249468,0.022061693,0.337202351,0.015861346
1.054909856,0.451945205,0.025398174,0.049769125,1.585858972,0.379308965
0.947375565,1.199890411,0.020578863,0.040822489,0.628228783,0.271211044
0.857608185,0.375232877,0.03838152,0.005747231,1.87089096,0.478143438
1.086950549,0.126027397,0.034244513,0.01700874,0.273652308,0.011378837
1.020770086,1.449205479,0.027898632,0.000402375,0.580280286,0.279738665
1.0257809,0.27660274,0.06001909,0.015587029,1.564542225,0.311967861
1.055320548,1.199890411,0.041341609,0.005976884,0.228106428,0.093538571
0.903313034,0.451945205,0.022152472,0.002621895,1.635770334,0.448269278
0.998070936,1.449205479,0.055412574,0.049791758,1.739887379,0.671410161
0.974465943,1.698520548,0.075123533,0.016682717,1.900324433,0.780377694
0.948291252,1.449205479,0.047271171,0.035967293,1.491693839,0.618914477
0.971672125,0.451945205,0.073759134,0.009452924,1.874288253,0.483375431
1.163624012,0.106849315,0.02192536,0.011701967,1.260870277,0.106653712
1.065494511,0.106849315,0.001092783,0.039516827,1.539487934,0.171967575
1.006896297,1.199890411,0.068410077,0.025524654,0.419012823,0.193950518
1.156402142,0.030136986,0.021067854,0.037473708,1.932567724,0.078318987
0.965557927,1.199890411,0.005655038,0.011701967,1.81591223,0.676670858
0.859564873,0.087671233,0.073138074,0.015608377,1.373907411,0.232310364
1.038449488,0.126027397,0.005528085,0.007624247,0.68410079,0.080293073
0.873991493,0.451945205,0.051499286,0.005814117,0.954257595,0.310510732
0.934237088,0.528657534,0.026553654,0.039415143,1.589892797,0.445937741
0.818587951,0.27660274,0.003072118,0.007973869,1.725591692,0.413585933
0.998805966,0.528657534,0.057260432,0.024062988,0.426099843,0.129479208
0.806864075,0.010958904,0.026777502,0.000439918,0.305824777,0.193367847
1.065945033,0.106849315,0.068923044,0.023801331,0.35993515,0.023819594
1.069023017,1.046575342,0.038821893,0.024494157,0.324244619,0.107386343
0.851342401,0.030136986,0.025672188,0.049077586,0.310396937,0.148657599
1.069349036,0.528657534,0.063417563,0.002618778,1.769785579,0.469209594
0.99970337,0.126027397,0.063439538,0.044899564,0.927130858,0.131154553
0.954796075,1.449205479,0.02273358,0.010843095,1.511365926,0.639938373
1.063037423,0.701260274,0.007749292,0.02531697,1.597589299,0.470675627
1.108131318,2.043835616,0.016723429,0.034531533,1.011064975,0.472743278
1.055883156,0.202630137,0.039691978,0.035155323,0.1811792,0.012624486
0.874960584,0.528657534,0.011665623,0.029758871,1.938543205,0.541217794
0.891640238,1.698520548,0.073317766,0.041294361,1.746542377,0.729488683
0.889536839,0.202630137,0.049482492,0.007768695,1.494216759,0.308893144
1.153611321,0.701260274,0.0762412,0.030785085,1.751303426,0.50056868
0.960480915,0.27660274,0.046225468,0.029195797,0.240889993,0.073657918
0.851613463,0.126027397,0.040089832,0.041143412,1.212009724,0.241496952
1.151743558,0.528657534,0.003072118,0.03239306,1.428200895,0.344232449
1.197225973,0.202630137,0.028373121,0.000569116,0.738090565,0.067638769
1.111476874,0.451945205,0.008266745,0.005902047,0.064947037,0.000123206
0.896372952,0.087671233,0.013775839,0.006146632,0.327587024,0.110041119
1.174575801,2.043835616,0.074923946,0.019058932,0.096679149,0.034234777
1.139182983,0.27660274,0.016495681,0.030785085,0.096679149,6.68E-05
0.818647878,0.701260274,0.054128342,0.007624247,0.993820857,0.400867639
1.171140763,0.068493151,0.008491124,0.025758977,1.937832252,0.141349513
1.10776835,0.106849315,0.043449101,0.02468297,0.581523948,0.03765358
0.950260037,1.199890411,0.037210072,0.030785085,0.48436456,0.225786222
1.050081095,1.449205479,0.038165645,0.002621895,1.874504127,0.738203179
1.052558167,0.087671233,0.051075899,0.010201914,1.271950488,0.129704206
1.133572416,0.27660274,0.014022204,0.01713841,1.454558326,0.252356227
0.919956717,0.087671233,0.045595902,0.012615,1.507737342,0.213543455
0.957265845,1.046575342,0.00793679,0.010453128,0.904506,0.366040327
1.011067479,0.106849315,0.058685287,0.032713609,1.991696024,0.251334309
1.059771001,0.049315068,0.065100089,0.010408088,0.899695818,0.056461656
0.821563144,0.049315068,0.016855176,0.006430934,1.78312535,0.249308223
1.140395417,0.010958904,0.020467564,0.006561024,1.95018662,0.03417929
1.159484106,1.046575342,0.038101566,0.037065439,1.751303426,0.583937768
1.027265394,0.010958904,0.013110582,0.03694586,0.324244619,0.00413529
0.895142737,0.701260274,0.005655038,0.035127686,1.651821824,0.522654634
0.810175548,0.375232877,0.025350853,0.028138735,1.898648332,0.492524572
1.016934652,1.698520548,0.049066728,0.042848354,1.139922248,0.512426544
1.020092424,0.010958904,0.000909088,0.028578935,1.362511438,0.047802165
0.876591864,0.701260274,0.022043474,0.04669485,1.091993889,0.380661522
0.963116542,0.701260274,0.073429327,0.049599486,1.985747447,0.588457347
1.065229654,0.106849315,0.050045953,0.039810892,1.632655698,0.185834862
0.929850047,1.698520548,0.000739565,0.006561024,1.460298588,0.663303872
1.15912701,1.046575342,0.015397229,0.043434385,1.71413412,0.565470795
1.117507183,0.701260274,0.067661547,0.017343374,0.346495399,0.083272667
0.949158475,0.375232877,0.069918998,0.019837986,0.929994826,0.249807877
0.94159557,0.010958904,0.013981823,0.036552134,1.537871823,0.095614146
1.176800975,1.698520548,0.033861639,0.047719587,1.196109726,0.493213943
0.8490081,2.043835616,0.046803153,0.018116264,0.48459962,0.343137607
1.165901916,0.030136986,0.047901672,0.010874795,1.066795565,0.023007529
1.005857738,0.106849315,0.028198822,0.020156463,0.128013639,0.014324811
0.986728857,0.451945205,0.000739565,0.022758326,0.697729891,0.185216848
1.032452143,0.087671233,0.061768066,0.027046968,1.022401752,0.107712908
0.959892084,0.528657534,0.009955611,0.028699069,1.525921053,0.424125716
0.829172283,0.106849315,0.078846464,0.01651704,0.724185481,0.200823824
0.896088607,2.043835616,0.002973014,0.041737894,1.010009441,0.508505412
1.155497652,0.068493151,0.023942851,0.023983987,1.56097463,0.107159187
1.046359624,0.087671233,0.010870885,0.037591944,1.423632507,0.147322417
1.125538213,2.043835616,0.014022204,0.025799687,1.949413369,0.795614283
1.118608778,0.451945205,0.063439538,0.02286572,1.376155862,0.322301093
0.879404185,1.698520548,0.022094698,0.039097407,0.569184832,0.312048142
0.854582958,0.087671233,0.068008033,0.01606075,0.37891788,0.152544637
0.886472713,0.528657534,0.02192536,0.029092741,1.948354955,0.541541914
0.907560655,0.030136986,0.031179602,0.012615,0.654633141,0.104619584
0.994974499,0.106849315,0.017175027,0.008079232,0.249508607,0.035484199
1.090988035,1.449205479,0.028750225,0.029149615,1.051561326,0.435310015
1.063032352,1.046575342,0.003072118,0.020170317,0.384300006,0.122841897
0.865525271,1.449205479,0.03188364,0.023227169,0.488582859,0.286199016
1.10696712,1.449205479,0.034589634,0.004373597,1.373640656,0.575949538
0.872004014,1.199890411,0.060918781,0.041262431,1.725591692,0.657971078
1.163780161,0.202630137,0.017137682,0.015870893,1.550381401,0.217653131
1.109995851,1.698520548,0.047774338,0.012012199,0.775309031,0.365731566
1.176286141,0.106849315,0.076527645,0.019588988,0.057499853,0
1.116990717,0.126027397,0.00648731,0.048582481,0.194597719,0.001413533
0.897302502,2.043835616,0.050769288,0.033386961,1.485795694,0.697799511
1.171440359,0.701260274,0.058753064,0.030785085,0.179219959,0.015021298
0.889217355,0.126027397,0.055848256,0.034674009,0.179219959,0.11334028
0.851342401,1.449205479,0.059671239,0.02468297,0.574467426,0.339181903
1.008169744,0.451945205,0.047968925,0.009964379,0.178512102,0.051845595
1.041214255,0.375232877,0.034199076,0.046369384,1.537561008,0.342142506
1.198682881,1.449205479,0.071405825,0.044708662,0.433930553,0.144022059
1.125669452,0.030136986,0.063845987,0.006744155,1.95018662,0.089151167
0.812722744,0.106849315,0.021921241,0.049907444,1.741173774,0.307164909
1.005071653,1.046575342,0.068338262,0.026070032,0.597039251,0.247972471
1.191041625,0.010958904,0.001116332,0.009274479,1.470521556,0.01070427
0.821420966,0.202630137,0.015731943,0.010869886,0.938925419,0.256730319
1.118965461,0.375232877,0.039998861,0.01664028,1.146631894,0.235562978
0.82463078,0.202630137,0.012730266,0.006475952,1.910216079,0.396546194
1.053441474,0.030136986,0.024123791,0.0342451,0.291201356,0.004033039
1.085553695,0.126027397,0.029494951,0.006446848,1.961423412,0.243853021
1.045948668,1.046575342,0.02102337,0.034780541,1.300604969,0.465702427
1.025176609,0.701260274,0.000291282,0.033297219,1.969824608,0.569836225
1.13437842,0.049315068,0.034180008,0.010230776,0.913025117,0.035346946
1.045584429,0.701260274,0.028924346,0.006858697,1.225647122,0.380888647
0.821007409,1.199890411,0.006489866,0.043022925,1.319591184,0.546404274
0.984531913,1.449205479,0.058728707,0.024062988,0.422649893,0.219972349
0.848816852,1.698520548,0.001116332,0.043749526,0.62826736,0.336792723
0.993111766,0.701260274,0.031828886,0.016500698,1.032324228,0.336228995
1.088811903,1.046575342,0.071716019,0.034798648,1.891232118,0.639897545
0.995958658,1.046575342,0.018405656,0.008865328,0.1251306,0.0573384
0.847138817,1.199890411,0.021552522,0.04950147,1.497267597,0.589992548
1.126397238,0.27660274,0.012816988,0.020501293,1.746314454,0.312258208
0.837863603,1.698520548,0.046778238,0.039802419,1.919406819,0.772855207
1.164247175,1.698520548,0.038284854,0.012672847,1.470521556,0.631852947
0.917804091,1.698520548,0.011138543,0.00680786,1.212009724,0.584365734
1.015613439,0.451945205,0.013044051,0.007505019,1.650119263,0.414761559
0.875186761,0.106849315,0.076302553,0.007450753,1.515441192,0.255353661
1.072612092,0.202630137,0.056972859,0.047265151,1.084186314,0.163581436
1.195237594,0.030136986,0.052976624,0.022061693,0.263359507,6.02E-07
0.806059638,0.126027397,0.020316311,0.019157744,0.48436456,0.201416319
0.927987457,0.106849315,0.009940623,0.049077586,0.310396937,0.082665003
0.910647529,1.449205479,0.062098263,0.030013457,1.785987252,0.713536415
1.027060666,0.375232877,0.026796987,0.049814821,1.261765961,0.283582448
0.989437054,0.451945205,0.002296731,0.049481792,0.823044874,0.210568549
0.987735644,0.087671233,0.057629164,0.040038804,1.203980023,0.147002713
1.008594951,0.106849315,0.018574749,0.044857718,1.889197739,0.237334563
1.162332115,0.010958904,0.019007105,0.006965761,0.129374385,0
1.038113734,0.27660274,0.047271171,0.018623795,0.551579668,0.101588672
1.076864983,2.043835616,0.040089832,0.039097407,1.178007476,0.552642909
1.091495447,0.106849315,0.027582361,0.010777162,1.846121011,0.205176764
0.838390872,0.068493151,0.049359528,0.049294825,1.689664886,0.253327613
0.842167446,0.126027397,0.025211784,8.53E-06,1.002596172,0.225339918
0.887982833,1.046575342,0.065367431,0.027046968,1.091993889,0.457673699
1.095343898,0.451945205,0.018547509,0.049907444,0.054323049,2.23E-05
1.084350736,1.199890411,0.076504262,0.034806469,0.658573599,0.259916966
0.831668873,2.043835616,0.051499286,0.042475283,1.725244101,0.759922432
0.843806054,0.106849315,0.074923946,0.034798648,0.419012823,0.165252904
1.195459517,0.701260274,0.017816416,0.030917869,1.806552004,0.498598068
0.84624307,1.698520548,0.005533177,0.019499247,1.379584537,0.641738246
1.172787524,1.199890411,0.059909768,0.00038878,0.243445643,0.070712683
1.060166748,0.126027397,0.049118652,0.043638,1.696502744,0.214058531
1.001973226,1.698520548,0.046964074,0.035458077,0.064243822,0.040015056
1.149092164,0.049315068,0.03838152,0.045670986,1.117883039,0.04750274
1.133617407,1.449205479,0.064116669,0.00063983,0.352632162,0.154114468
0.809407893,2.043835616,0.025963993,0.009417806,1.902818003,0.834783414
0.816512866,0.010958904,0.008515579,0.000728825,0.805238117,0.183759092
0.81869595,0.375232877,0.033473535,0.017343374,0.065003492,0.185010485
1.076482115,1.449205479,0.067551171,0.010783452,1.05205176,0.468227178
0.946679618,0.451945205,0.031828886,0.028138735,1.199420191,0.328445872
1.029452449,0.068493151,0.039731401,0.039937217,1.741173774,0.168119299
0.807603761,1.199890411,0.055322908,0.005124832,0.584264462,0.357408614
1.020993888,0.202630137,0.067421852,0.039810892,0.75006708,0.125682865
0.811655265,0.126027397,0.039650128,0.024619025,0.552622807,0.201988977
0.920211292,0.010958904,0.033162977,0.002496146,0.392873261,0.080404751
0.838699682,2.043835616,0.013886954,0.024142299,0.769074094,0.447172175
0.83086554,1.449205479,0.012730266,0.045292805,0.943650375,0.450093488
0.964659014,1.449205479,0.006015294,0.047278495,1.887438692,0.707685539
